Pixel,UpperAuto,UpperManual,UpperMean,BottomAuto,BottomManual,BottomMean,ErrorUpperAuto,ErrorUpperManual,ErrorBottomAuto,ErrorBottomManual,StdErrorUpperAuto,StdErrorUpperManual,StdErrorBottomAuto,StdErrorBottomManual,PercentErrorUpperAuto,PercentErrorUpperManual,PercentErrorBottomAuto,PercentErrorBottomManual
398,-180,-180,-178.54424,-182.3,-183.2,-181.95169,-1.45576,-1.45576,-0.34831,-1.24831,2.11923,2.11923,0.12132,1.55828,0.0027558,0.0027558,0.0001578,0.0020264
399,-179.8,-179.8,-178.52456,-182.1,-183.2,-181.97261,-1.27544,-1.27544,-0.12739,-1.22739,1.62674,1.62674,0.01623,1.5065,0.0021154,0.0021154,0.0000211,0.001959
400,-179.6,-179.6,-178.49764,-182,-183.2,-181.9896,-1.10236,-1.10236,-0.0104,-1.2104,1.21519,1.21519,0.00011,1.46507,0.0015802,0.0015802,0.0000001,0.0019052
401,-179.4,-179.4,-178.45884,-181.9,-183.2,-181.99589,-0.94116,-0.94116,0.09589,-1.20411,0.88578,0.88578,0.00919,1.44989,0.0011519,0.0011519,0.000012,0.0018854
402,-179.2,-179.2,-178.39486,-181.8,-183.2,-182.00217,-0.80514,-0.80514,0.20217,-1.19783,0.64825,0.64825,0.04087,1.4348,0.000843,0.000843,0.0000532,0.0018658
403,-178.8,-178.8,-178.33087,-181.7,-183.2,-182.00846,-0.46913,-0.46913,0.30846,-1.19154,0.22008,0.22008,0.09514,1.41978,0.0002862,0.0002862,0.0001237,0.0018463
404,-178.5,-178.5,-178.26689,-181.5,-183.2,-182.01474,-0.23311,-0.23311,0.51474,-1.18526,0.05434,0.05434,0.26496,1.40484,0.0000707,0.0000707,0.0003445,0.0018268
405,-178.1,-178.1,-178.0819,-181.4,-183.2,-182.02102,-0.0181,-0.0181,0.62102,-1.17898,0.00033,0.00033,0.38567,1.38998,0.0000004,0.0000004,0.0005015,0.0018075
406,-177.6,-177.6,-177.84195,-181.3,-183.2,-182.02731,0.24195,0.24195,0.72731,-1.17269,0.05854,0.05854,0.52898,1.3752,0.0000761,0.0000761,0.0006879,0.0017883
407,-177.1,-177.1,-177.60201,-181.1,-183.2,-182.03411,0.50201,0.50201,0.93411,-1.16589,0.25201,0.25201,0.87255,1.35931,0.0003277,0.0003277,0.0011347,0.0017676
408,-176.6,-176.6,-177.36206,-181,-183.2,-182.04175,0.76206,0.76206,1.04175,-1.15825,0.58074,0.58074,1.08524,1.34154,0.0007552,0.0007552,0.0014112,0.0017445
409,-176.1,-176.1,-177.12212,-180.9,-183.2,-182.04939,1.02212,1.02212,1.14939,-1.15061,1.04472,1.04472,1.32111,1.32389,0.0013585,0.0013585,0.001718,0.0017216
410,-175.5,-175.5,-176.85979,-180.7,-183.2,-182.05704,1.35979,1.35979,1.35704,-1.14296,1.84902,1.84902,1.84155,1.30636,0.0024044,0.0024044,0.0023947,0.0016988
411,-175.1,-175.1,-176.5861,-180.6,-183.2,-182.06468,1.4861,1.4861,1.46468,-1.13532,2.20848,2.20848,2.1453,1.28894,0.0028719,0.0028719,0.0027897,0.0016761
412,-174.7,-174.7,-176.29843,-180.4,-183.2,-182.07233,1.59843,1.59843,1.67233,-1.12767,2.55498,2.55498,2.79668,1.27164,0.0033225,0.0033225,0.0036368,0.0016536
413,-174.3,-174.3,-176.00972,-180.3,-183.2,-182.07997,1.70972,1.70972,1.77997,-1.12003,2.92315,2.92315,3.1683,1.25446,0.0038012,0.0038012,0.00412,0.0016313
414,-174.1,-174.1,-175.72101,-180.1,-183.1,-182.08762,1.62101,1.62101,1.98762,-1.01238,2.62768,2.62768,3.95062,1.02492,0.003417,0.003417,0.0051373,0.0013328
415,-174,-174,-175.43582,-180,-183.1,-182.09526,1.43582,1.43582,2.09526,-1.00474,2.06158,2.06158,4.39012,1.0095,0.0026809,0.0026809,0.0057089,0.0013127
416,-173.8,-173.8,-175.12128,-179.9,-183.1,-182.10291,1.32128,1.32128,2.20291,-0.99709,1.74579,1.74579,4.85279,0.9942,0.0022702,0.0022702,0.0063105,0.0012928
417,-173.6,-173.6,-174.84471,-179.7,-183.1,-182.11055,1.24471,1.24471,2.41055,-0.98945,1.54931,1.54931,5.81075,0.97901,0.0020147,0.0020147,0.0075562,0.0012731
418,-173.4,-173.4,-174.58152,-179.6,-183.1,-182.11819,1.18152,1.18152,2.51819,-0.98181,1.39599,1.39599,6.34131,0.96394,0.0018153,0.0018153,0.0082462,0.0012535
419,-173.3,-173.3,-174.35567,-179.5,-183.1,-182.12584,1.05567,1.05567,2.62584,-0.97416,1.11444,1.11444,6.89503,0.94899,0.0014492,0.0014492,0.0089662,0.0012341
420,-173.3,-173.3,-174.21455,-179.3,-183.1,-182.12361,0.91455,0.91455,2.82361,-0.97639,0.8364,0.8364,7.9728,0.95333,0.0010877,0.0010877,0.0103678,0.0012397
421,-173.4,-173.4,-174.10947,-179.2,-183.1,-182.1182,0.70947,0.70947,2.9182,-0.9818,0.50334,0.50334,8.51588,0.96393,0.0006545,0.0006545,0.011074,0.0012535
422,-173.6,-173.6,-174.06071,-179.1,-183.1,-182.11277,0.46071,0.46071,3.01277,-0.98723,0.21225,0.21225,9.07681,0.97461,0.000276,0.000276,0.0118034,0.0012674
423,-173.8,-173.8,-174.01196,-179,-183.1,-182.10735,0.21196,0.21196,3.10735,-0.99265,0.04493,0.04493,9.65563,0.98535,0.0000584,0.0000584,0.0125561,0.0012813
424,-174.1,-174.1,-173.97312,-179,-183.1,-182.10193,-0.12688,-0.12688,3.10193,-0.99807,0.0161,0.0161,9.62195,0.99615,0.0000209,0.0000209,0.0125123,0.0012954
425,-174.3,-174.3,-173.93427,-178.9,-183.1,-182.0965,-0.36573,-0.36573,3.1965,-1.0035,0.13376,0.13376,10.21763,1.00701,0.0001739,0.0001739,0.0132869,0.0013095
426,-174.4,-174.4,-173.89543,-178.8,-183.1,-182.09335,-0.50457,-0.50457,3.29335,-1.00665,0.25459,0.25459,10.84612,1.01335,0.0003311,0.0003311,0.0141042,0.0013178
427,-174.5,-174.5,-173.86862,-178.8,-183.1,-182.09076,-0.63138,-0.63138,3.29076,-1.00924,0.39864,0.39864,10.82909,1.01857,0.0005184,0.0005184,0.014082,0.0013245
428,-174.5,-174.5,-173.85905,-178.7,-183.1,-182.08817,-0.64095,-0.64095,3.38817,-1.01183,0.41082,0.41082,11.47972,1.02379,0.0005342,0.0005342,0.0149281,0.0013313
429,-174.4,-174.4,-173.78453,-178.7,-183,-182.08559,-0.61547,-0.61547,3.38559,-0.91441,0.37881,0.37881,11.4622,0.83615,0.0004926,0.0004926,0.0149053,0.0010873
430,-174.4,-174.4,-173.67073,-178.7,-183,-182.08304,-0.72927,-0.72927,3.38304,-0.91696,0.53184,0.53184,11.44498,0.84081,0.0006916,0.0006916,0.0148829,0.0010934
431,-174.3,-174.3,-173.55693,-178.7,-183,-182.08091,-0.74307,-0.74307,3.38091,-0.91909,0.55215,0.55215,11.43055,0.84473,0.000718,0.000718,0.0148642,0.0010985
432,-174.2,-174.2,-173.44314,-178.7,-183,-182.07878,-0.75686,-0.75686,3.37878,-0.92122,0.57284,0.57284,11.41612,0.84865,0.0007449,0.0007449,0.0148454,0.0011036
433,-174.1,-174.1,-173.32934,-178.7,-183,-182.07664,-0.77066,-0.77066,3.37664,-0.92336,0.59392,0.59392,11.40171,0.85259,0.0007723,0.0007723,0.0148267,0.0011087
434,-174.1,-174.1,-173.23069,-178.8,-183,-182.07461,-0.86931,-0.86931,3.27461,-0.92539,0.75571,0.75571,10.72304,0.85636,0.0009827,0.0009827,0.0139441,0.0011136
435,-174.1,-174.1,-173.18588,-178.8,-183,-182.07294,-0.91412,-0.91412,3.27294,-0.92706,0.83562,0.83562,10.71213,0.85944,0.0010866,0.0010866,0.0139299,0.0011176
436,-174.1,-174.1,-173.18159,-178.9,-183,-182.07127,-0.91841,-0.91841,3.17127,-0.92873,0.84347,0.84347,10.05697,0.86253,0.0010968,0.0010968,0.013078,0.0011216
437,-174.2,-174.2,-173.19272,-178.9,-183,-182.06002,-1.00728,-1.00728,3.16002,-0.93998,1.01462,1.01462,9.98572,0.88356,0.0013194,0.0013194,0.0129853,0.001149
438,-174.3,-174.3,-173.22624,-179,-183,-182.03934,-1.07376,-1.07376,3.03934,-0.96066,1.15297,1.15297,9.2376,0.92286,0.0014993,0.0014993,0.0120125,0.0012001
439,-174.4,-174.4,-173.34571,-179.1,-183,-182.01866,-1.05429,-1.05429,2.91866,-0.98134,1.11152,1.11152,8.5186,0.96302,0.0014454,0.0014454,0.0110775,0.0012523
440,-174.6,-174.6,-173.51176,-179.2,-182.9,-181.99799,-1.08824,-1.08824,2.79799,-0.90201,1.18427,1.18427,7.82873,0.81363,0.00154,0.00154,0.0101804,0.001058
441,-174.8,-174.8,-173.73417,-179.2,-182.9,-181.97731,-1.06583,-1.06583,2.77731,-0.92269,1.136,1.136,7.71344,0.85136,0.0014772,0.0014772,0.0100305,0.0011071
442,-175.1,-175.1,-173.95658,-179.3,-182.9,-181.95663,-1.14342,-1.14342,2.65663,-0.94337,1.30742,1.30742,7.05769,0.88995,0.0017002,0.0017002,0.0091777,0.0011573
443,-175.4,-175.4,-174.17898,-179.4,-182.9,-181.93595,-1.22102,-1.22102,2.53595,-0.96405,1.49088,1.49088,6.43106,0.92939,0.0019387,0.0019387,0.0083629,0.0012086
444,-175.7,-175.7,-174.40139,-179.5,-182.9,-181.91528,-1.29861,-1.29861,2.41528,-0.98472,1.68638,1.68638,5.83355,0.96968,0.0021929,0.0021929,0.0075859,0.001261
445,-176,-176,-174.6238,-179.6,-182.9,-181.8946,-1.3762,-1.3762,2.2946,-1.0054,1.89392,1.89392,5.26518,1.01083,0.0024628,0.0024628,0.0068468,0.0013145
446,-176.2,-176.2,-174.8599,-179.7,-182.9,-181.87392,-1.3401,-1.3401,2.17392,-1.02608,1.79587,1.79587,4.72593,1.05284,0.0023353,0.0023353,0.0061455,0.0013691
447,-176.4,-176.4,-175.056,-179.8,-182.9,-181.85324,-1.344,-1.344,2.05324,-1.04676,1.80633,1.80633,4.2158,1.0957,0.0023489,0.0023489,0.0054822,0.0014248
448,-176.6,-176.6,-175.25211,-179.9,-182.8,-181.83256,-1.34789,-1.34789,1.93256,-0.96744,1.81681,1.81681,3.7348,0.93593,0.0023626,0.0023626,0.0048567,0.0012171
449,-176.7,-176.7,-175.42906,-180,-182.8,-181.81189,-1.27094,-1.27094,1.81189,-0.98811,1.61528,1.61528,3.28293,0.97637,0.0021005,0.0021005,0.0042691,0.0012697
450,-176.8,-176.8,-175.55635,-180.1,-182.8,-181.79121,-1.24365,-1.24365,1.69121,-1.00879,1.54667,1.54667,2.86019,1.01766,0.0020113,0.0020113,0.0037194,0.0013234
451,-176.8,-176.8,-175.6176,-180.2,-182.8,-181.77677,-1.1824,-1.1824,1.57677,-1.02323,1.39807,1.39807,2.48621,1.047,0.001818,0.001818,0.003233,0.0013615
452,-176.7,-176.7,-175.60475,-180.3,-182.8,-181.76324,-1.09525,-1.09525,1.46324,-1.03676,1.19957,1.19957,2.14108,1.07486,0.0015599,0.0015599,0.0027842,0.0013977
453,-176.7,-176.7,-175.56058,-180.4,-182.8,-181.74972,-1.13942,-1.13942,1.34972,-1.05028,1.29829,1.29829,1.82173,1.1031,0.0016883,0.0016883,0.002369,0.0014345
454,-176.6,-176.6,-175.5164,-180.5,-182.8,-181.73619,-1.0836,-1.0836,1.23619,-1.06381,1.17419,1.17419,1.52816,1.1317,0.0015269,0.0015269,0.0019872,0.0014716
455,-176.5,-176.5,-175.47223,-180.6,-182.7,-181.72266,-1.02777,-1.02777,1.12266,-0.97734,1.05632,1.05632,1.26036,0.95519,0.0013736,0.0013736,0.001639,0.0012421
456,-176.5,-176.5,-175.42805,-180.7,-182.7,-181.70913,-1.07195,-1.07195,1.00913,-0.99087,1.14908,1.14908,1.01835,0.98182,0.0014942,0.0014942,0.0013242,0.0012768
457,-176.4,-176.4,-175.38387,-180.8,-182.7,-181.6956,-1.01613,-1.01613,0.8956,-1.0044,1.03251,1.03251,0.8021,1.00881,0.0013427,0.0013427,0.001043,0.0013119
458,-176.3,-176.3,-175.3397,-180.8,-182.7,-181.68208,-0.9603,-0.9603,0.88208,-1.01792,0.92218,0.92218,0.77806,1.03617,0.0011992,0.0011992,0.0010118,0.0013474
459,-176.3,-176.3,-175.29552,-180.9,-182.7,-181.66855,-1.00448,-1.00448,0.76855,-1.03145,1.00897,1.00897,0.59066,1.0639,0.0013121,0.0013121,0.0007681,0.0013835
460,-176.3,-176.3,-175.24722,-181,-182.6,-181.65502,-1.05278,-1.05278,0.65502,-0.94498,1.10835,1.10835,0.42905,0.89299,0.0014413,0.0014413,0.0005579,0.0011612
461,-176.2,-176.2,-175.15872,-181.1,-182.6,-181.64149,-1.04128,-1.04128,0.54149,-0.95851,1.08426,1.08426,0.29321,0.91874,0.00141,0.00141,0.0003813,0.0011947
462,-176.2,-176.2,-175.06426,-181.1,-182.6,-181.62796,-1.13574,-1.13574,0.52796,-0.97204,1.28991,1.28991,0.27874,0.94486,0.0016774,0.0016774,0.0003625,0.0012287
463,-176.2,-176.2,-174.94716,-181.2,-182.6,-181.61443,-1.25284,-1.25284,0.41443,-0.98557,1.56962,1.56962,0.17176,0.97134,0.0020411,0.0020411,0.0002233,0.0012631
464,-176.1,-176.1,-174.92633,-181.3,-182.5,-181.60091,-1.17367,-1.17367,0.30091,-0.89909,1.37751,1.37751,0.09054,0.80837,0.0017913,0.0017913,0.0001177,0.0010512
465,-176.1,-176.1,-174.92481,-181.3,-182.5,-181.58738,-1.17519,-1.17519,0.28738,-0.91262,1.38108,1.38108,0.08259,0.83288,0.0017959,0.0017959,0.0001074,0.0010831
466,-176.1,-176.1,-174.92301,-181.4,-182.5,-181.57385,-1.17699,-1.17699,0.17385,-0.92615,1.38531,1.38531,0.03022,0.85775,0.0018014,0.0018014,0.0000393,0.0011154
467,-176.2,-176.2,-174.97711,-181.4,-182.4,-181.56032,-1.22289,-1.22289,0.16032,-0.83968,1.49545,1.49545,0.0257,0.70506,0.0019447,0.0019447,0.0000334,0.0009169
468,-176.3,-176.3,-175.08643,-181.5,-182.4,-181.54679,-1.21357,-1.21357,0.04679,-0.85321,1.47276,1.47276,0.00219,0.72796,0.0019152,0.0019152,0.0000028,0.0009466
469,-176.4,-176.4,-175.18837,-181.5,-182.4,-181.53327,-1.21163,-1.21163,0.03327,-0.86673,1.46804,1.46804,0.00111,0.75123,0.001909,0.001909,0.0000014,0.0009769
470,-176.6,-176.6,-175.29032,-181.6,-182.4,-181.51974,-1.30968,-1.30968,-0.08026,-0.88026,1.71526,1.71526,0.00644,0.77486,0.0022305,0.0022305,0.0000084,0.0010076
471,-176.8,-176.8,-175.39226,-181.6,-182.3,-181.50621,-1.40774,-1.40774,-0.09379,-0.79379,1.98172,1.98172,0.0088,0.6301,0.002577,0.002577,0.0000114,0.0008194
472,-177.1,-177.1,-175.49421,-181.6,-182.3,-181.49268,-1.60579,-1.60579,-0.10732,-0.80732,2.57856,2.57856,0.01152,0.65176,0.0033531,0.0033531,0.000015,0.0008475
473,-177.3,-177.3,-175.59616,-181.7,-182.3,-181.47915,-1.70384,-1.70384,-0.22085,-0.82085,2.90308,2.90308,0.04877,0.67379,0.0037751,0.0037751,0.0000634,0.0008762
474,-177.5,-177.5,-175.68797,-181.7,-182.2,-181.46563,-1.81203,-1.81203,-0.23437,-0.73437,3.28345,3.28345,0.05493,0.53931,0.0042698,0.0042698,0.0000714,0.0007013
475,-177.7,-177.7,-175.69351,-181.7,-182.2,-181.4521,-2.00649,-2.00649,-0.2479,-0.7479,4.02602,4.02602,0.06146,0.55936,0.0052354,0.0052354,0.0000799,0.0007274
476,-177.9,-177.9,-175.6952,-181.8,-182.1,-181.43857,-2.2048,-2.2048,-0.36143,-0.66143,4.86116,4.86116,0.13063,0.43749,0.0063214,0.0063214,0.0001699,0.0005689
477,-178.1,-178.1,-175.69689,-181.8,-182.1,-181.42504,-2.40311,-2.40311,-0.37496,-0.67496,5.77496,5.77496,0.14059,0.45557,0.0075097,0.0075097,0.0001828,0.0005924
478,-178.2,-178.2,-175.69858,-181.8,-182,-181.41128,-2.50142,-2.50142,-0.38872,-0.58872,6.25713,6.25713,0.15111,0.3466,0.0081367,0.0081367,0.0001965,0.0004507
479,-178.3,-178.3,-175.70027,-181.8,-182,-181.40055,-2.59973,-2.59973,-0.39945,-0.59945,6.75862,6.75862,0.15956,0.35934,0.0087888,0.0087888,0.0002075,0.0004673
480,-178.4,-178.4,-175.70195,-181.8,-182,-181.39115,-2.69805,-2.69805,-0.40885,-0.60885,7.27945,7.27945,0.16716,0.3707,0.0094661,0.0094661,0.0002174,0.0004821
481,-178.5,-178.5,-175.70313,-181.8,-181.9,-181.38174,-2.79687,-2.79687,-0.41826,-0.51826,7.8225,7.8225,0.17494,0.26859,0.0101723,0.0101723,0.0002275,0.0003493
482,-178.6,-178.6,-175.70931,-181.8,-181.9,-181.37137,-2.89069,-2.89069,-0.42863,-0.52863,8.3561,8.3561,0.18372,0.27945,0.0108662,0.0108662,0.0002389,0.0003634
483,-178.6,-178.6,-175.7169,-181.8,-181.8,-181.3606,-2.8831,-2.8831,-0.4394,-0.4394,8.31228,8.31228,0.19307,0.19307,0.0108092,0.0108092,0.0002511,0.0002511
484,-178.6,-178.6,-175.72449,-181.8,-181.8,-181.34983,-2.87551,-2.87551,-0.45017,-0.45017,8.26858,8.26858,0.20266,0.20266,0.0107524,0.0107524,0.0002635,0.0002635
485,-178.7,-178.7,-175.73208,-181.8,-181.7,-181.33906,-2.96792,-2.96792,-0.46094,-0.36094,8.80858,8.80858,0.21247,0.13028,0.0114546,0.0114546,0.0002763,0.0001694
486,-178.7,-178.7,-175.73966,-181.7,-181.6,-181.32828,-2.96034,-2.96034,-0.37172,-0.27172,8.76359,8.76359,0.13817,0.07383,0.0113961,0.0113961,0.0001797,0.000096
487,-178.8,-178.8,-175.73822,-181.7,-181.6,-181.31751,-3.06178,-3.06178,-0.38249,-0.28249,9.37452,9.37452,0.1463,0.0798,0.0121905,0.0121905,0.0001902,0.0001038
488,-178.8,-178.8,-175.72857,-181.7,-181.5,-181.30674,-3.07143,-3.07143,-0.39326,-0.19326,9.4337,9.4337,0.15465,0.03735,0.0122675,0.0122675,0.0002011,0.0000486
489,-178.8,-178.8,-175.72607,-181.7,-181.5,-181.29597,-3.07393,-3.07393,-0.40403,-0.20403,9.44907,9.44907,0.16324,0.04163,0.0122875,0.0122875,0.0002123,0.0000541
490,-178.8,-178.8,-175.72806,-181.6,-181.4,-181.28421,-3.07194,-3.07194,-0.31579,-0.11579,9.43681,9.43681,0.09972,0.01341,0.0122715,0.0122715,0.0001297,0.0000174
491,-178.9,-178.9,-175.73006,-181.6,-181.3,-181.26932,-3.16994,-3.16994,-0.33068,-0.03068,10.04855,10.04855,0.10935,0.00094,0.013067,0.013067,0.0001422,0.0000012
492,-178.9,-178.9,-175.73205,-181.5,-181.3,-181.2544,-3.16795,-3.16795,-0.2456,-0.0456,10.03591,10.03591,0.06032,0.00208,0.0130506,0.0130506,0.0000784,0.0000027
493,-178.9,-178.9,-175.73404,-181.5,-181.2,-181.23686,-3.16596,-3.16596,-0.26314,0.03686,10.02327,10.02327,0.06924,0.00136,0.0130342,0.0130342,0.00009,0.0000018
494,-178.9,-178.9,-175.73604,-181.4,-181.2,-181.21932,-3.16396,-3.16396,-0.18068,0.01932,10.01065,10.01065,0.03264,0.00037,0.0130178,0.0130178,0.0000425,0.0000005
495,-178.9,-178.9,-175.73803,-181.4,-181.1,-181.20178,-3.16197,-3.16197,-0.19822,0.10178,9.99803,9.99803,0.03929,0.01036,0.0130013,0.0130013,0.0000511,0.0000135
496,-178.8,-178.8,-175.73991,-181.3,-181,-181.18184,-3.06009,-3.06009,-0.11816,0.18184,9.36416,9.36416,0.01396,0.03307,0.0121771,0.0121771,0.0000182,0.000043
497,-178.8,-178.8,-175.74086,-181.3,-180.9,-181.15991,-3.05914,-3.05914,-0.14009,0.25991,9.35835,9.35835,0.01963,0.06755,0.0121695,0.0121695,0.0000255,0.0000878
498,-178.7,-178.7,-175.74181,-181.2,-180.9,-181.13798,-2.95819,-2.95819,-0.06202,0.23798,8.75091,8.75091,0.00385,0.05663,0.0113796,0.0113796,0.000005,0.0000736